timestamp,dac,voltage,current,rpm,temperature,do,clean_do,family,sample_index
150.0,2.8749,31.1309,0.6528,57.8066,28.4539,6.0375,6.0445,pli,30
155.0,2.8743,31.0936,0.6439,57.3619,28.4828,6.0344,6.0462,pli,31
160.0,2.8752,30.948,0.637,58.0274,28.4348,6.0282,6.0436,pli,32
165.0,2.8739,30.896,0.6224,57.7741,28.4386,6.0299,6.0474,pli,33
170.0,2.8754,30.9588,0.6257,58.1801,28.4181,6.025,6.0429,pli,34
175.0,2.8777,30.9987,0.6148,57.9753,28.5051,6.0195,6.0361,pli,35
180.0,2.8801,31.111,0.6365,58.1645,28.3436,6.0155,6.0291,pli,36
185.0,2.8806,31.0263,0.6121,57.4073,28.438,6.0185,6.0278,pli,37
190.0,2.8824,31.0081,0.6413,58.6658,28.5432,6.0182,6.0223,pli,38
195.0,2.8844,31.2079,0.6395,58.0769,28.4692,6.018,6.0165,pli,39
200.0,2.8833,31.0166,0.646,57.7791,28.4583,6.0267,6.0197,pli,40
205.0,2.8856,30.9706,0.6588,58.4223,28.4355,6.0246,6.0128,pli,41
210.0,2.8905,31.325,0.6579,59.3266,28.4411,6.0139,5.9985,pli,42
215.0,2.8947,31.1681,0.672,58.9616,28.48,6.0037,5.9862,pli,43
220.0,2.8964,31.2044,0.6668,59.1079,28.4449,5.9992,5.9812,pli,44
225.0,2.8951,31.2504,0.6682,58.2475,28.4523,6.0017,5.9851,pli,45
230.0,2.8947,31.351,0.6728,59.0971,28.3427,5.9999,5.9863,pli,46
235.0,2.8946,31.1327,0.6634,58.4161,28.3226,5.9957,5.9864,pli,47
240.0,2.8971,31.2956,0.6711,58.4617,28.2528,5.9833,5.9792,pli,48
245.0,2.8987,31.3893,0.6451,58.8294,28.3663,5.973,5.9745,pli,49
250.0,2.8975,31.3794,0.6482,58.428,28.294,5.9709,5.9779,pli,50
255.0,2.8976,31.2156,0.6477,58.6096,28.2671,5.9658,5.9776,pli,51
260.0,2.8995,31.2882,0.6292,58.4037,28.2628,5.9568,5.9722,pli,52
265.0,2.899,31.467,0.6463,58.9349,28.1923,5.9561,5.9736,pli,53
270.0,2.9005,31.2889,0.6159,58.2824,28.1444,5.9511,5.969,pli,54
275.0,2.9053,31.5899,0.6284,58.7905,28.3134,5.9383,5.9549,pli,55
280.0,2.9062,31.6488,0.6283,58.9102,28.1502,5.9388,5.9524,pli,56
285.0,2.9046,31.646,0.6281,58.7934,28.252,5.9477,5.957,pli,57
290.0,2.9061,31.579,0.6441,58.9678,28.0238,5.9487,5.9528,pli,58
295.0,2.9061,31.5892,0.643,58.8721,28.1573,5.9541,5.9526,pli,59
300.0,2.9074,31.44,0.6539,59.0834,28.0512,5.9558,5.9488,pli,60
305.0,2.9095,31.6172,0.6523,59.6417,28.1338,5.9546,5.9428,pli,61
310.0,2.9143,31.6048,0.6668,59.2311,28.0656,5.9441,5.9287,pli,62
315.0,2.9133,31.6021,0.6622,59.2394,28.1004,5.9489,5.9314,pli,63
320.0,2.9095,31.3929,0.6666,58.9644,27.9582,5.9605,5.9426,pli,64
325.0,2.9078,31.6426,0.6717,59.2091,28.0588,5.9642,5.9477,pli,65
330.0,2.9102,31.6527,0.6702,59.3231,28.0736,5.9541,5.9405,pli,66
335.0,2.9078,31.3271,0.6754,59.7749,28.058,5.957,5.9477,pli,67
340.0,2.9095,31.5495,0.6745,59.2051,28.277,5.9468,5.9427,pli,68
345.0,2.9108,31.6612,0.6506,59.0803,28.1316,5.9372,5.9387,pli,69
350.0,2.912,31.6243,0.6584,59.0038,28.1188,5.9281,5.9352,pli,70
355.0,2.9101,31.4825,0.6536,59.9717,28.2414,5.9292,5.941,pli,71
360.0,2.9132,31.6735,0.6419,59.0269,28.1448,5.9162,5.9317,pli,72
365.0,2.9138,31.2327,0.6406,59.4466,28.0821,5.9125,5.9301,pli,73
370.0,2.9139,31.3774,0.6257,59.162,28.2016,5.9117,5.9296,pli,74
375.0,2.9181,31.6542,0.6355,59.2297,28.2972,5.9008,5.9173,pli,75
380.0,2.9164,31.602,0.6399,59.9416,28.2875,5.9088,5.9224,pli,76
385.0,2.914,31.544,0.6351,59.588,28.2244,5.9202,5.9295,pli,77
390.0,2.9117,31.6275,0.6535,60.1702,28.0855,5.9321,5.9362,pli,78
395.0,2.909,31.5345,0.6491,58.9481,28.2505,5.9456,5.9441,pli,79
400.0,2.9132,31.6477,0.6585,59.3508,28.5392,5.9386,5.9316,pli,80
405.0,2.9135,31.774,0.6485,59.8964,28.3883,5.9426,5.9308,pli,81
410.0,2.9152,31.5542,0.6691,59.5785,28.3247,5.9413,5.9259,pli,82
415.0,2.9161,31.604,0.6759,59.4993,28.4041,5.9407,5.9231,pli,83
420.0,2.9175,31.5583,0.6766,59.3029,28.4816,5.9369,5.919,pli,84
425.0,2.9198,31.6701,0.6638,59.9598,28.3655,5.9288,5.9122,pli,85
430.0,2.9213,31.6861,0.6708,59.5261,28.4234,5.9214,5.9078,pli,86
435.0,2.9222,31.7389,0.6697,59.6171,28.4609,5.9145,5.9052,pli,87
440.0,2.9247,31.669,0.6802,60.4035,28.4878,5.9021,5.898,pli,88
445.0,2.9263,31.8373,0.6625,59.9264,28.4121,5.8918,5.8934,pli,89
450.0,2.9285,31.8615,0.6488,59.907,28.5776,5.8798,5.8868,pli,90
455.0,2.9287,31.9772,0.6498,60.5437,28.5687,5.8744,5.8862,pli,91
460.0,2.9304,31.7867,0.6583,60.956,28.6638,5.8659,5.8813,pli,92
465.0,2.9322,31.8459,0.6475,60.2006,28.7337,5.8584,5.8759,pli,93
470.0,2.9334,31.8202,0.6407,60.6396,28.8036,5.8544,5.8723,pli,94
475.0,2.9309,31.797,0.6302,60.1752,28.8104,5.863,5.8796,pli,95
480.0,2.9358,32.0988,0.6344,60.1774,28.96,5.8517,5.8653,pli,96
485.0,2.9379,32.062,0.6496,60.4532,28.8499,5.8499,5.8592,pli,97
490.0,2.94,32.0237,0.6524,60.7692,29.0029,5.8489,5.853,pli,98
495.0,2.9419,31.9439,0.6574,60.8975,28.8695,5.8489,5.8474,pli,99
500.0,2.9436,32.225,0.6678,60.9632,29.0223,5.8494,5.8424,pli,100
505.0,2.9441,32.1991,0.6647,61.0292,29.0139,5.8526,5.8408,pli,101
510.0,2.9418,32.0389,0.6717,61.0771,29.1367,5.8632,5.8478,pli,102
515.0,2.9407,32.1463,0.6724,60.8479,29.0972,5.8683,5.8508,pli,103
520.0,2.9419,32.0205,0.6712,61.2512,29.0452,5.8652,5.8473,pli,104
525.0,2.9432,32.1804,0.683,60.8403,29.0933,5.8601,5.8435,pli,105
530.0,2.9405,32.1572,0.6727,60.6882,29.3675,5.865,5.8514,pli,106
535.0,2.942,32.0094,0.6828,60.6204,29.2112,5.8564,5.8471,pli,107
540.0,2.9449,32.2855,0.6734,61.0611,29.2569,5.8425,5.8384,pli,108
545.0,2.9453,32.1874,0.6697,61.0748,29.3156,5.8357,5.8373,pli,109
550.0,2.9473,32.1134,0.6619,61.1943,29.199,5.8243,5.8313,pli,110
555.0,2.9481,32.0013,0.651,60.8672,29.0874,5.8174,5.8292,pli,111
560.0,2.946,32.0351,0.6485,61.2439,29.2905,5.8198,5.8352,pli,112
565.0,2.947,32.4109,0.6485,61.5033,29.2804,5.8149,5.8324,pli,113
570.0,2.9481,32.2405,0.6401,61.9634,29.2059,5.8112,5.8291,pli,114
575.0,2.9489,32.1255,0.6357,60.9635,29.2385,5.8102,5.8268,pli,115
580.0,2.9487,31.99,0.6405,61.1211,29.1102,5.8137,5.8273,pli,116
585.0,2.9493,32.1852,0.6453,60.7234,29.3612,5.8163,5.8256,pli,117
590.0,2.951,32.1098,0.6443,61.2409,29.2684,5.8166,5.8207,pli,118
595.0,2.9495,32.1592,0.6646,61.7414,29.2569,5.8265,5.8249,pli,119
600.0,2.9468,32.122,0.6582,60.9502,29.1411,5.84,5.833,pli,120
605.0,2.9456,32.1873,0.6611,61.1186,28.9518,5.8482,5.8364,pli,121
610.0,2.946,32.1834,0.6732,61.0784,29.0631,5.8506,5.8352,pli,122
615.0,2.9443,32.1035,0.6779,60.5014,29.1804,5.8577,5.8402,pli,123
620.0,2.9441,31.9298,0.6822,61.2598,28.9907,5.8588,5.8409,pli,124
625.0,2.943,32.046,0.6819,60.8573,29.0826,5.8607,5.8441,pli,125
630.0,2.9429,32.1028,0.6727,60.5949,28.8814,5.8579,5.8443,pli,126
635.0,2.9428,32.2425,0.6709,61.1022,28.9026,5.854,5.8447,pli,127
640.0,2.9417,32.0942,0.6854,60.6328,28.934,5.852,5.8479,pli,128
645.0,2.9414,32.0417,0.6564,61.1686,28.9119,5.8474,5.849,pli,129
650.0,2.9394,31.9411,0.6497,59.8283,28.7617,5.8477,5.8547,pli,130
655.0,2.9367,32.0875,0.6545,61.2125,28.737,5.8509,5.8627,pli,131
660.0,2.9376,31.9433,0.6451,60.8909,28.8331,5.8447,5.8601,pli,132
665.0,2.9361,32.1876,0.6446,60.8771,28.7702,5.8468,5.8644,pli,133
670.0,2.9361,32.1125,0.6329,60.467,28.7284,5.8465,5.8645,pli,134
675.0,2.9365,31.9747,0.6486,61.0001,28.6326,5.8468,5.8634,pli,135
680.0,2.9389,32.0414,0.632,60.7028,28.457,5.8426,5.8562,pli,136
685.0,2.9365,31.884,0.6481,60.2148,28.4244,5.8539,5.8632,pli,137
690.0,2.9377,31.9413,0.6414,60.871,28.3521,5.8557,5.8598,pli,138
695.0,2.9397,32.0002,0.6543,60.3002,28.4418,5.8554,5.8539,pli,139
700.0,2.9386,32.2073,0.6646,60.785,28.3597,5.864,5.857,pli,140
705.0,2.9404,31.9272,0.657,60.4769,28.1611,5.8637,5.8519,pli,141
710.0,2.9396,32.0494,0.6729,60.8232,28.2974,5.8696,5.8542,pli,142
715.0,2.9373,32.249,0.6741,60.5883,28.1174,5.8783,5.8607,pli,143
720.0,2.938,32.204,0.6738,60.5421,27.9662,5.8767,5.8588,pli,144
725.0,2.9382,32.012,0.6842,60.3536,27.8666,5.8748,5.8582,pli,145
730.0,2.94,32.0846,0.6737,60.9847,27.7911,5.8667,5.8531,pli,146
735.0,2.9425,32.1301,0.666,60.3007,27.8119,5.8549,5.8456,pli,147
740.0,2.9438,32.1798,0.6693,60.9232,27.7259,5.8458,5.8417,pli,148
745.0,2.9414,32.1054,0.6612,60.971,27.696,5.8472,5.8488,pli,149
750.0,2.9415,32.1834,0.6614,61.0468,27.4958,5.8415,5.8485,pli,150
755.0,2.9463,32.1946,0.6554,61.2746,27.528,5.8225,5.8343,pli,151
760.0,2.9454,32.1487,0.6513,61.3018,27.5316,5.8217,5.8371,pli,152
765.0,2.9432,32.0795,0.6434,61.1195,27.4281,5.826,5.8435,pli,153
770.0,2.9394,32.0683,0.6408,60.595,27.2011,5.8366,5.8546,pli,154
775.0,2.9381,31.8437,0.628,60.9988,27.2896,5.8419,5.8584,pli,155
780.0,2.9397,32.2898,0.6353,60.6992,27.2443,5.8401,5.8537,pli,156
785.0,2.9411,32.0199,0.6514,59.9776,27.0682,5.8405,5.8498,pli,157
790.0,2.9423,32.0921,0.6466,60.7409,27.275,5.8422,5.8463,pli,158
795.0,2.9398,32.034,0.6511,60.7239,27.1757,5.855,5.8535,pli,159
800.0,2.9403,31.9916,0.6512,60.6928,27.0936,5.859,5.852,pli,160
805.0,2.9416,32.0211,0.6686,60.4156,26.9935,5.8602,5.8484,pli,161
810.0,2.9399,32.0234,0.671,60.6436,26.8928,5.8688,5.8534,pli,162
815.0,2.9394,31.96,0.6749,60.6141,26.9628,5.8721,5.8546,pli,163
820.0,2.9358,31.9311,0.6852,60.5372,26.8303,5.8832,5.8652,pli,164
825.0,2.9344,32.0715,0.6857,60.1561,26.8987,5.886,5.8694,pli,165
830.0,2.9299,31.9117,0.6673,59.8137,26.9259,5.8961,5.8825,pli,166
835.0,2.9302,31.971,0.6721,60.1081,26.6914,5.891,5.8817,pli,167
840.0,2.9293,31.7465,0.6711,60.8688,26.6271,5.8886,5.8845,pli,168
845.0,2.9306,32.002,0.6538,59.9502,26.7143,5.879,5.8805,pli,169
850.0,2.9315,31.8889,0.6635,60.6847,26.7368,5.8711,5.8781,pli,170
855.0,2.9321,31.8616,0.6337,60.1002,26.6032,5.8644,5.8762,pli,171
860.0,2.9324,31.8723,0.6397,60.8673,26.6216,5.8598,5.8752,pli,172
865.0,2.9316,31.8395,0.6339,60.7984,26.7684,5.8601,5.8777,pli,173
870.0,2.931,31.8135,0.6349,60.444,26.6969,5.8614,5.8794,pli,174
875.0,2.9317,31.9193,0.6406,60.0828,26.688,5.8607,5.8773,pli,175
880.0,2.9289,31.9994,0.6437,60.2404,26.7524,5.8721,5.8857,pli,176
885.0,2.9291,31.9011,0.6403,60.0275,26.65,5.8756,5.8849,pli,177
890.0,2.932,31.8876,0.6379,60.1358,26.6646,5.8725,5.8766,pli,178
895.0,2.9321,32.0158,0.6559,60.61,26.6988,5.8778,5.8763,pli,179
900.0,2.9314,31.8917,0.6483,59.8183,26.5917,5.8852,5.8782,pli,180
905.0,2.929,31.887,0.6567,60.3158,26.5447,5.8969,5.8852,pli,181
910.0,2.9269,31.7488,0.6629,59.8584,26.585,5.9069,5.8915,pli,182
915.0,2.9319,31.8065,0.6765,60.2528,26.5812,5.8943,5.8768,pli,183
920.0,2.9324,31.8532,0.6733,60.3818,26.6205,5.8933,5.8754,pli,184
925.0,2.9311,31.8282,0.6702,59.9976,26.7226,5.8956,5.8791,pli,185
930.0,2.9293,31.983,0.6777,60.3564,26.7188,5.8979,5.8843,pli,186
935.0,2.9302,32.013,0.6636,59.4219,26.7198,5.8912,5.8819,pli,187
940.0,2.932,31.8623,0.6739,59.6269,26.763,5.8805,5.8765,pli,188
945.0,2.9297,31.7768,0.6601,60.4244,26.6533,5.8817,5.8832,pli,189
950.0,2.9288,31.6857,0.6479,60.3983,26.6129,5.8789,5.8859,pli,190
955.0,2.9266,31.7716,0.656,59.8031,26.5823,5.8806,5.8924,pli,191
960.0,2.9298,31.9218,0.6523,60.314,26.7626,5.8676,5.883,pli,192
965.0,2.9336,31.9465,0.6426,60.2354,26.7382,5.8543,5.8718,pli,193
970.0,2.9336,32.0177,0.6446,60.5892,26.7664,5.8539,5.8718,pli,194
975.0,2.938,31.9187,0.6315,60.393,26.5374,5.8422,5.8588,pli,195
980.0,2.9342,31.8996,0.6416,60.546,26.7601,5.8564,5.87,pli,196
985.0,2.9351,32.0586,0.6491,61.0219,26.7154,5.8581,5.8674,pli,197
990.0,2.9371,32.0436,0.6504,60.6489,26.6396,5.8573,5.8614,pli,198
995.0,2.936,31.9235,0.6627,60.6523,26.8227,5.8663,5.8648,pli,199
1000.0,2.9363,32.0932,0.6646,60.9623,26.5808,5.8707,5.8637,pli,200
1005.0,2.9421,32.0723,0.6549,60.722,26.8688,5.8585,5.8467,pli,201
1010.0,2.9419,32.0226,0.6718,60.8245,26.8353,5.8626,5.8472,pli,202
1015.0,2.9428,32.1136,0.6799,60.5825,26.6565,5.8621,5.8446,pli,203
1020.0,2.9396,32.01,0.6866,60.3512,26.6342,5.8719,5.854,pli,204
1025.0,2.9393,32.1385,0.6695,60.3195,26.6214,5.8717,5.8551,pli,205
1030.0,2.9381,31.9104,0.6869,60.4224,26.6359,5.8722,5.8586,pli,206
1035.0,2.9372,31.8442,0.6767,60.5875,26.6727,5.8703,5.861,pli,207
1040.0,2.9357,31.8733,0.6691,60.6424,26.8193,5.8697,5.8656,pli,208
1045.0,2.9364,32.1908,0.6641,60.7863,26.5371,5.8619,5.8635,pli,209
1050.0,2.9389,32.0901,0.6584,61.0193,26.6211,5.8491,5.8561,pli,210
1055.0,2.9382,31.9287,0.6512,61.0689,26.6197,5.8464,5.8582,pli,211
1060.0,2.937,31.9225,0.6399,60.3651,26.7424,5.8463,5.8617,pli,212
1065.0,2.9395,32.0497,0.634,60.5972,26.6597,5.837,5.8545,pli,213
1070.0,2.9371,31.8664,0.6361,60.8304,26.4839,5.8434,5.8614,pli,214
1075.0,2.9396,32.0797,0.6374,60.4764,26.6707,5.8375,5.8541,pli,215
1080.0,2.9377,31.8281,0.6333,60.9342,26.4782,5.8462,5.8598,pli,216
1085.0,2.9395,31.9688,0.6403,60.763,26.7127,5.8451,5.8544,pli,217
1090.0,2.9385,31.9986,0.6493,61.3353,26.4188,5.8533,5.8574,pli,218
1095.0,2.9386,32.1421,0.6673,60.9178,26.463,5.8587,5.8572,pli,219
1100.0,2.9409,31.9477,0.6539,60.7403,26.3563,5.8574,5.8504,pli,220
1105.0,2.9424,32.1286,0.6825,61.1322,26.307,5.8578,5.846,pli,221
1110.0,2.9377,32.1073,0.6718,60.2919,26.4275,5.8752,5.8598,pli,222
1115.0,2.9381,32.1955,0.676,61.2582,26.1846,5.876,5.8585,pli,223
1120.0,2.9384,32.1116,0.6724,60.3803,26.2254,5.8756,5.8577,pli,224
1125.0,2.9374,31.9397,0.6847,60.9497,26.0943,5.8771,5.8605,pli,225
1130.0,2.9351,31.9207,0.6777,60.4955,26.1666,5.8808,5.8672,pli,226
1135.0,2.9378,31.8918,0.6682,60.801,26.0977,5.8688,5.8595,pli,227
1140.0,2.9405,32.0635,0.6672,61.3562,25.9825,5.8555,5.8515,pli,228
1145.0,2.9408,32.0301,0.6597,60.5808,26.0917,5.8489,5.8505,pli,229
1150.0,2.9377,32.0769,0.6618,60.5517,25.8993,5.8527,5.8597,pli,230
1155.0,2.9358,32.1023,0.6502,61.5505,25.8883,5.8535,5.8653,pli,231
1160.0,2.9334,31.8934,0.6488,60.6758,25.7858,5.8571,5.8725,pli,232
1165.0,2.9341,31.8884,0.6334,59.9534,25.729,5.8527,5.8702,pli,233
1170.0,2.9335,31.9944,0.6435,60.2543,25.6906,5.8541,5.872,pli,234
1175.0,2.9341,31.8698,0.6395,60.1309,25.5516,5.8537,5.8703,pli,235
1180.0,2.9306,31.9849,0.6325,60.1533,25.651,5.8671,5.8807,pli,236
1185.0,2.9314,31.8715,0.6481,60.7743,25.4642,5.8688,5.8781,pli,237
1190.0,2.9311,31.6579,0.6462,60.1098,25.5708,5.875,5.8791,pli,238
1195.0,2.9297,31.9169,0.656,59.5595,25.3748,5.8848,5.8833,pli,239
1200.0,2.9302,32.0484,0.6551,60.4627,25.3532,5.8887,5.8816,pli,240
1205.0,2.9281,32.0854,0.6576,59.9081,25.3185,5.8998,5.888,pli,241
1210.0,2.9312,31.694,0.6728,60.2019,25.2941,5.8943,5.8789,pli,242
1215.0,2.9332,31.9356,0.6806,61.4349,25.0276,5.8904,5.8728,pli,243
1220.0,2.9296,32.0457,0.675,60.5042,25.1066,5.9014,5.8834,pli,244
1225.0,2.9299,31.8406,0.6804,60.1943,24.992,5.8993,5.8828,pli,245
1230.0,2.9312,31.8692,0.6739,60.3604,24.9143,5.8923,5.8787,pli,246
1235.0,2.9327,32.1311,0.6675,60.6479,24.858,5.8837,5.8744,pli,247
1240.0,2.9325,31.9147,0.6583,59.9779,24.9764,5.8791,5.875,pli,248
1245.0,2.9288,31.9372,0.6666,59.4774,24.8142,5.8844,5.886,pli,249
1250.0,2.9268,31.7612,0.6569,60.2537,24.7087,5.8846,5.8917,pli,250
1255.0,2.9222,31.7145,0.6501,60.1815,24.75,5.8936,5.9054,pli,251
1260.0,2.9195,31.5451,0.6493,60.784,24.8586,5.8977,5.9131,pli,252
1265.0,2.9159,31.6172,0.6273,59.3076,24.8564,5.9063,5.9239,pli,253
1270.0,2.9125,31.5519,0.6266,58.9688,24.6457,5.916,5.9339,pli,254
1275.0,2.912,31.6199,0.6287,59.1179,24.7913,5.9187,5.9353,pli,255
1280.0,2.9104,31.571,0.6417,59.6112,24.6348,5.9264,5.94,pli,256
1285.0,2.9119,31.5476,0.6338,59.7073,24.5916,5.9263,5.9356,pli,257
1290.0,2.9075,31.5511,0.6327,58.6125,24.6363,5.9444,5.9485,pli,258
1295.0,2.905,31.4966,0.6492,59.112,24.6676,5.9574,5.9559,pli,259
1300.0,2.9006,31.2259,0.658,59.2259,24.6399,5.9757,5.9687,pli,260
1305.0,2.8976,31.2856,0.6584,59.4961,24.6393,5.9895,5.9777,pli,261
1310.0,2.8952,31.3127,0.6564,58.8691,24.7634,6.0001,5.9847,pli,262
1315.0,2.8925,31.1754,0.666,58.8742,24.4914,6.0103,5.9928,pli,263
1320.0,2.893,31.2855,0.6707,58.9411,24.7087,6.0092,5.9913,pli,264
1325.0,2.8904,31.3351,0.6653,58.2481,24.5802,6.0155,5.9989,pli,265
1330.0,2.8874,31.0765,0.6537,58.1411,24.5859,6.0212,6.0076,pli,266
1335.0,2.8873,31.1815,0.6523,57.9316,24.6196,6.0173,6.008,pli,267
1340.0,2.886,31.2719,0.664,57.662,24.6528,6.0159,6.0118,pli,268
1345.0,2.8854,31.1053,0.6491,58.7024,24.7075,6.0121,6.0136,pli,269
1350.0,2.8821,31.2728,0.6517,58.1038,24.8,6.0161,6.0231,pli,270
1355.0,2.8798,31.0961,0.6413,57.9053,24.7178,6.0181,6.0299,pli,271
1360.0,2.878,30.9872,0.6348,57.9869,24.9372,6.0199,6.0353,pli,272
1365.0,2.8763,31.0012,0.6311,56.8859,24.6673,6.0229,6.0404,pli,273
1370.0,2.874,31.0653,0.6263,57.9971,24.827,6.0293,6.0472,pli,274
1375.0,2.8732,30.9996,0.623,57.9775,24.7227,6.0327,6.0493,pli,275
1380.0,2.8752,30.9759,0.6276,57.5899,24.9282,6.0298,6.0434,pli,276
1385.0,2.8729,30.9175,0.6292,56.816,24.9112,6.0409,6.0502,pli,277
1390.0,2.8706,30.9579,0.6322,57.5365,24.945,6.0529,6.057,pli,278
1395.0,2.868,30.9106,0.6494,57.7588,25.072,6.0661,6.0646,pli,279
1400.0,2.8636,30.8191,0.6431,57.6608,25.0792,6.0846,6.0776,pli,280
1405.0,2.8596,30.7601,0.6523,57.5861,25.0753,6.1011,6.0893,pli,281
1410.0,2.8612,30.8354,0.6531,56.8403,25.1777,6.1,6.0846,pli,282
1415.0,2.8627,30.6984,0.6599,56.7784,25.1679,6.0978,6.0803,pli,283
1420.0,2.8571,30.72,0.668,57.2374,25.3632,6.1148,6.0969,pli,284
1425.0,2.852,30.5521,0.6547,56.6459,25.0563,6.1285,6.1119,pli,285
1430.0,2.8491,30.3717,0.6517,56.4492,25.3398,6.1338,6.1202,pli,286
1435.0,2.851,30.5583,0.6562,57.4627,25.2542,6.1239,6.1146,pli,287
1440.0,2.8511,30.6091,0.6515,56.902,25.3729,6.1184,6.1143,pli,288
1445.0,2.8535,30.5784,0.6363,56.8445,25.5826,6.1058,6.1073,pli,289
1450.0,2.8517,30.6414,0.6322,56.5805,25.2682,6.1057,6.1127,pli,290
1455.0,2.849,30.5882,0.6176,56.8065,25.6466,6.1089,6.1207,pli,291
1460.0,2.8456,30.5319,0.6288,55.9367,25.55,6.1153,6.1307,pli,292
1465.0,2.8425,30.5406,0.6159,55.7519,25.5236,6.1223,6.1398,pli,293
1470.0,2.8409,30.1989,0.6082,56.2887,25.808,6.1266,6.1445,pli,294
1475.0,2.8359,30.2808,0.6159,55.9432,25.7492,6.1426,6.1592,pli,295
1480.0,2.8354,30.364,0.6225,56.4407,25.8559,6.1471,6.1607,pli,296
1485.0,2.8333,30.2675,0.6195,56.4759,25.9125,6.1574,6.1667,pli,297
1490.0,2.8342,30.6508,0.6324,55.8071,25.8578,6.1601,6.1642,pli,298
1495.0,2.8282,30.1417,0.6303,55.2594,26.065,6.1833,6.1817,pli,299
